zb_url,zb_zbmc,zb_yxlx,zb_fjmc,zb_gkrs
https://www.douyu.com/268258,刘三水水水,棋牌娱乐,【不洗牌】我应该在车底不应该在这里,3525
https://www.douyu.com/2221996,凌风十大闪电,棋牌娱乐,进攻之终极绝杀,2874
https://www.douyu.com/1858572,毛滕慧子,棋牌娱乐,线上如何打好多桌,2302
https://www.douyu.com/1248127,火星大锤子,英雄联盟,王大锤：王者船长，一桶江山,2745
https://www.douyu.com/2213663,清风踏过,英雄联盟,"电一大师：VN和女枪,猎杀时刻",2735
https://www.douyu.com/1598770,海冰啊,英雄联盟,王者辅助丶独孤单排,2730
https://www.douyu.com/anchenjiuer,o0酒儿酱0o,英雄联盟,LOL国服—恕瑞玛的王是脆皮鸡的梦想,2726
https://www.douyu.com/486911,wc76060,CS:GO,【老王】：斗鱼第一干拉王,1986
https://www.douyu.com/2546515,鱻鱻林,CS:GO,什么？要赢了。不存在的,1483
https://www.douyu.com/1975147,f0rest丶小艾,CS:GO,艾艾&大地球主播带水友！,1095
https://www.douyu.com/yutoubiu,鱼头b1u,CS:GO,Salopo：今天...修仙,1042
https://www.douyu.com/654812,大佬家的琦琦,我的世界,不鸽小公主,17
https://www.douyu.com/1172655,丨代传奇,我的世界,网易生存第三天,13
https://www.douyu.com/236416,Devil魔帝,我的世界,老年人挖矿很社会,3
https://www.douyu.com/3227023,三大K,我的世界,工业神秘ae腐竹日常,2
https://www.douyu.com/635298,l周周l,DNF,【搬砖达人】格蓝迪主C。,4157
https://www.douyu.com/1991821,新疆戈宝,DNF,天空毕业399套，欧皇附体,3290
https://www.douyu.com/caifen,你们的彩粉,DNF,日入20E不是梦：彩粉,3253
https://www.douyu.com/1012975,我为红颜痴丨,怀旧游戏,风云第一贪分赵云,1741
https://www.douyu.com/1039723,神西游,怀旧游戏,西游记各种版本 各种极限玩法 欢迎点播,1687
https://www.douyu.com/lulaoban,卢老板丶,怀旧游戏,疯狂的播红警...,1500
https://www.douyu.com/651133,防弹少女丶,绝地求生,【防弹】声甜枪刚！,9965
https://www.douyu.com/44198,Coo1_yaya,绝地求生,大牙:吃鸡是如此的简单。,9954
https://www.douyu.com/2187614,178哟,绝地求生,178:血流成盒！！！,9920
https://www.douyu.com/KeithwyLive,Keithwy,主机游戏,【KEi】新环境 搞搞彩虹,662
https://www.douyu.com/2577838,墨七玄,主机游戏,潜行？这辈子都不可能潜行的,637
https://www.douyu.com/471402,EnnioGao,主机游戏,<老高>-仁王-手残主播的新挑战,634
https://www.douyu.com/linning1984,MJoc魔兽6v6,魔兽争霸,魔兽6v6（干、就是干！）,68
https://www.douyu.com/2517101,贱贱的你离我越来越远,魔兽争霸,人生就是游戏，就看苟不苟的住。,67
https://www.douyu.com/3392361,小绿丶么么哒,魔兽争霸,【新忍村】ZY60嗨起来,67
https://www.douyu.com/1878045,张海莎,格斗游戏,我们在这里，在这里等你！！,1573
https://www.douyu.com/2976175,泗阳正正丶,格斗游戏,随便玩会！！,1034
https://www.douyu.com/897709,3D影吧,格斗游戏,PS4 PRO荣耀战魂,599
https://www.douyu.com/2456857,飘渺LQ,格斗游戏,河池VS辉辉！万元赞助决赛！,390
https://www.douyu.com/2104622,德州扑克迷美洲台,棋牌娱乐,德州扑克：WSOP系列赛解说,2299
https://www.douyu.com/2135851,登山踏浪,棋牌娱乐,鱼丸~~鱼丸~~鱼丸~~,2271
https://www.douyu.com/1931068,19岁省港澳赌王祥仔,棋牌娱乐,祥仔 ，  直播直播,2228
https://www.douyu.com/2923388,花若Nan1a丶,英雄联盟,花若，今天鳄鱼专场！,2720
https://www.douyu.com/1864638,阿杨c,英雄联盟,什么上单好上分？你想要什么框框？,2717
https://www.douyu.com/1155752,桐谷和人OuO,英雄联盟,求你们关注一哈吧呜呜呜乌鸦重做主播失业了,2713
https://www.douyu.com/longti,OW龙体,守望先锋,,6374
https://www.douyu.com/591284,Guar妹,CS:GO,❤❤瓜妹 ❤❤❤❤❤❤❤,819
https://www.douyu.com/547969,ALone隐,CS:GO,小F网L网追梦,543
https://www.douyu.com/OHUANG,偷渡欧洲的熊猫君,CS:GO,6点开L网，之后小F.,502
https://www.douyu.com/csgo646,D0uyu丶646,CS:GO,646小FD网L网追梦CODE美刀免费送,227
https://www.douyu.com/3420688,BigBig轩,我的世界,老污子的直播间,2
https://www.douyu.com/2663089,不知起何名为妥,我的世界,time的直播间,0
https://www.douyu.com/3458706,湛华伟彩票,我的世界,湛华伟彩票的直播间,0
https://www.douyu.com/99957,安逸的宇cc,DNF,"宇cc:深渊光头双倍赔,怼天空",3235
https://www.douyu.com/2801332,china波哥,DNF,一代砖神   波哥归来,3224
https://www.douyu.com/823793,不休之王,DNF,白染维多： 快乐的一天又开始了,3088
https://www.douyu.com/sakyar,Sakyar,怀旧游戏,人生风雨路，斗鱼办你行,1488
https://www.douyu.com/301292,月月鸟duang,怀旧游戏,中土世界 疯狂竞技场~~,1280
https://www.douyu.com/525540,刀影SWM,怀旧游戏,各位老铁 办卡吧,1236
https://www.douyu.com/858198,火凤凰莺歌,怀旧游戏,奇迹MU官方特色专区-火凤凰奇迹,1169
https://www.douyu.com/2183526,Pinky酱,绝地求生,Pinkybaby:一个失踪人口,9549
https://www.douyu.com/2099332,笑看王者路丶麦芽,绝地求生,【麦芽】求生之路【鸡鸡鸡鸡】,9530
https://www.douyu.com/menglu,叫我洋气的赵梦露,绝地求生,【梦露】我!亚太第一盒子精,9413
https://www.douyu.com/1637760,fifty丨懿白,主机游戏,五十：地下城3,624
https://www.douyu.com/1993616,日照小哥哥,主机游戏,【小哥】水友上车打胎狂魔,613
https://www.douyu.com/815299,Adonis梦,主机游戏,《儿时回忆经典RPG》梦氏,608
https://www.douyu.com/530064,微微笑倾城,魔兽争霸,很菜。不喜勿喷。o(>﹏<)o,66
https://www.douyu.com/1877243,1281698282,魔兽争霸,RPG主播 欢迎各位点图 点图一张办卡,66
https://www.douyu.com/2728071,金桥小黑皮,魔兽争霸,omg天梯，肉搏，喜欢的水友一起来,66
https://www.douyu.com/1293992,小小小小小小阿成啊,魔兽争霸,肉搏肉搏！来战个痛快！！！,65
https://www.douyu.com/NAMCOFAN,NAMCOFAN,格斗游戏,让我们一起回顾10月3日北方铁拳7大赛,224
https://www.douyu.com/543662,灵魂歌者丶小小辉,格斗游戏,三国战纪119.风云4剑,125
https://www.douyu.com/97485,土匪头头,格斗游戏,拳皇洗头哥,71
https://www.douyu.com/1821228,浪哥斗地主,棋牌娱乐,直播破产。。欢迎围观。。,2192
https://www.douyu.com/2109241,德州扑克迷亚洲台,棋牌娱乐,高额名人常规桌,2169
https://www.douyu.com/qq8862989104,少将群主,棋牌娱乐,四国军棋 ...,2146
https://www.douyu.com/1722685,阿三锤石,英雄联盟,三三：辅助单排上个王者,2710
https://www.douyu.com/1689372,1203王者俊丶,英雄联盟,王者俊，网一 老年人。,2701
https://www.douyu.com/323284,婠欣怡c,英雄联盟,♡ღ懒癌呆子：有梦想的吃鸡萌新~♡ღ,2698
https://www.douyu.com/1848210,一只孤独的单身语,英雄联盟,语：又是躺赢的一天,2690
https://www.douyu.com/seagull,Zzauto,守望先锋,,3178
https://www.douyu.com/lycci,lycci,守望先锋,,1233
https://www.douyu.com/46966,Duoduo天使,守望先锋,【Duoduo】新版天使好像平衡了挺好的,1万
https://www.douyu.com/1469290,丶守望雨季,守望先锋,『雨季』百强76效率上分~,3385
https://www.douyu.com/716094,Ky1e丶勒是雾都,CS:GO,【Ky1e】好好冲刺比分了。,155
https://www.douyu.com/csgozy1,Zy1解说,CS:GO,这不是折磨自己吗,120
https://www.douyu.com/2404381,建一,CS:GO,LUCK网开箱子，盘NBK！美滋滋！,110
https://www.douyu.com/3184460,欧洲来的小姐姐,CS:GO,370R开刀箱啦,110
https://www.douyu.com/1335990,喵呜呜丶,魔兽世界,◆七煌喵污污◆‖我在等风又等你~,1984
https://www.douyu.com/1658987,千亿商人百豪,DNF,大转移5倍商机与10.18最新翻倍商机到,3074
https://www.douyu.com/tuoni888,主播丶脱你,DNF,脱你：合天空 强化 盒子 贼6,3006
https://www.douyu.com/1353758,或许这就是猪猪叭,DNF,猪：刚玩，求带飞,2909
https://www.douyu.com/2213330,我爱hunzhan,怀旧游戏,拜师学艺.世界第一混战高手红塔山为师傅>,1109
https://www.douyu.com/545435,Mrs猫猫,怀旧游戏,奇迹MU-老歌，老游戏,1075
https://www.douyu.com/643710,嗤神者,怀旧游戏,经典单机游戏,1047
https://www.douyu.com/yc0131,BIOYC,怀旧游戏,北极：直播绝地求生大逃杀,1046
https://www.douyu.com/3474600,孤存1丶,绝地求生,试播一下 吃鸡,9368
https://www.douyu.com/620023,Tensi,绝地求生,TD：斗鱼最骚压枪怪,8803
https://www.douyu.com/2055863,一只高冷乖,绝地求生,看你那么可爱，摸摸头~❤,8072
https://www.douyu.com/1308357,逗波波,主机游戏,逗主播：《中土世界》我有猴哥,582
https://www.douyu.com/3352005,zero令,主机游戏,乌鸡的直播间,552
https://www.douyu.com/986866,孤寡老人教父,主机游戏,教父：其实我们好像都还蛮孤独的？,548
https://www.douyu.com/3385413,你醉了吗啊,魔兽争霸,4赞上分 求关注,64
https://www.douyu.com/1128509,涛涛先生,魔兽争霸,绿色圈嗨起来,63
https://www.douyu.com/1306310,汀人,魔兽争霸,魔域：怀旧,63
https://www.douyu.com/1490923,啄木鸟enjoy,魔兽争霸,各种1V11疯狂电脑,63
https://www.douyu.com/3222659,金傻驴,格斗游戏,雅典娜的小菠萝,69
https://www.douyu.com/2591148,WeiXin646136071,格斗游戏,龙二 胖子 东仗,66
https://www.douyu.com/nicele,一点武功也没有,格斗游戏,日常拉后！ 白天神龟！壳很硬！,61
https://www.douyu.com/106261,斗牌TV2台,棋牌娱乐,鲨鱼齐聚，妹子给你来不一样的德州扑克解说,1923
https://www.douyu.com/1002781,药是一种信仰,棋牌娱乐,低保上亿不是说说而已,1859
https://www.douyu.com/635550,少将测评未来直播间,棋牌娱乐,四国军棋 进攻就是防守,1834
https://www.douyu.com/2955393,我的劫可以打天下,英雄联盟,艾欧尼亚上车进,2688
https://www.douyu.com/2104761,主播军哥丶,英雄联盟,最强婕拉，致命绽放，今天艾欧尼亚,2680
https://www.douyu.com/304553,神小圣丶,英雄联盟,小圣：峡谷之巅顶尖排位 妖姬狐狸专场,2678
https://www.douyu.com/3370425,D大桥十六,守望先锋,D大桥十六:国服宗师亚服冲分,2901
https://www.douyu.com/lingyuzz,铃羽zz,守望先锋,【铃羽zz】感冒刚好嗓子又发炎了,2674
https://www.douyu.com/812169,雨默Sama,守望先锋,【雨默】随缘吃鸡~,2462
https://www.douyu.com/2394081,2妮妮,守望先锋,❀二老师❀ 你好，你的“孤儿”小姐姐上线,2458
https://www.douyu.com/2511897,wjjAsbefore,CS:GO,多10%开箱追梦,73
https://www.douyu.com/cRL,cR丶晨,CS:GO,小F  你的梦 从这里开始,66
https://www.douyu.com/1544129,W2b3c35cdfa8081172,CS:GO,网吧csgo gogo,64
https://www.douyu.com/1674065,别亦丶难,魔兽世界,别亦难DHT，日常带水友,7471
https://www.douyu.com/231554,太极龙,魔兽世界,太极龙:15章被终结了~继续,5002
https://www.douyu.com/linglu,星界灬一如既往,魔兽世界,星界领路  演示小号速成？！,3336
https://www.douyu.com/2985993,欧皇殿殿,DNF,办卡深渊 天空 天空  免费点歌聊天,2893
https://www.douyu.com/3402506,惜缘若命,DNF,每天搬砖8000W 搬砖不累 就是这么强,2871
https://www.douyu.com/daoge123,DNF丶刀哥,DNF,心悦三 开一千盒子，看着给吧。,2744
https://www.douyu.com/thmu,天火奇迹,怀旧游戏,奇迹MU官方特色区-天火奇迹特色区,1030
https://www.douyu.com/3361878,抚发端,怀旧游戏,新手教程可以看直播间录像~,1020
https://www.douyu.com/547189,重光精神病院李大夫,怀旧游戏,下午悄悄的玩儿会儿哈哈,674
https://www.douyu.com/1157536,B1eshuohua,绝地求生,【Bsh】我是B数，你们心里能不能有点我,8010
https://www.douyu.com/618839,迷人蜜,绝地求生,自古深情留不住 偏偏套路得人心,7635
https://www.douyu.com/890456,峡谷咸鱼F4毒神,绝地求生,吃鸡屁股了,7510
https://www.douyu.com/1349553,文骚洋,绝地求生,【文骚洋】 太好了文师傅还在播,7455
https://www.douyu.com/XiaoYixuan,晓逸轩,主机游戏,★晓★《仁王》肝爆一切~！,544
https://www.douyu.com/662774,蔚蔚蔚仔,主机游戏,【蔚仔】极限竞速7&地平线3~,543
https://www.douyu.com/538579,永远的hero,主机游戏,【hero】新的一轮超霸赛,542
https://www.douyu.com/2132607,维多利亚灬微笑,魔兽争霸,魔兽争霸混乱之治任务动画,61
https://www.douyu.com/1819637,A丶藏獒,魔兽争霸,【A丶哈总】：菜倒是不菜，只是懒得厉害！,60
https://www.douyu.com/3169887,丶丶丶超哥丶丶丶,格斗游戏,超哥-口袋妖怪铁拳 挑战世界排名,60
https://www.douyu.com/evilash,请喊偶草薙哥哥,格斗游戏,草薙哥：我就讨厌在直播的时候被人虐,22
https://www.douyu.com/3246108,我是你天弟弟啊,格斗游戏,我要当火影,22
https://www.douyu.com/2845560,户外潘zzz,棋牌娱乐,上3000W下播？,1729
https://www.douyu.com/3146161,象棋微学堂,棋牌娱乐,系统学习象棋系列课程，快速提高棋艺水平,1628
https://www.douyu.com/2158448,老者时代,棋牌娱乐,十八杠开三家请起立,1268
https://www.douyu.com/3014043,钧泽恩,英雄联盟,斗鱼第一图奇 团战收割机,2676
https://www.douyu.com/xiaoanAD,忘却的纪念品,英雄联盟,安战神归来，一个都别想跑,2652
https://www.douyu.com/141871,执迷哥哥丶,英雄联盟,执迷：你喜欢的样子 我都有,2645
https://www.douyu.com/memediao,孙策的阿卡丽,英雄联盟,直播各区钻石以上,2610
https://www.douyu.com/lage,全能王拉哥300401,穿越火线,,9924
https://www.douyu.com/871914,大黑脸阳神,守望先锋,神秘古老得行业,2445
https://www.douyu.com/245357,她和她的猫丨,守望先锋,木头：鱼塘女主播,2253
https://www.douyu.com/1463729,张洛逸,守望先锋,【张洛逸】,2219
https://www.douyu.com/lolhqy,灬花前月,CS:GO,花前月：CS go go go,61
https://www.douyu.com/3380223,EvilMw,CS:GO,【Evil】欢乐5E 激情上分,61
https://www.douyu.com/764581,我是关关我是Sun,CS:GO,震中杯EPICENTER 2017,60
https://www.douyu.com/1509006,Mercury12345,CS:GO,小F最欧推广码~来试一发,58
https://www.douyu.com/Soulreaping,Soulreaping丶,魔兽世界,三轮车队，大号开车。小号上车。,2828
https://www.douyu.com/2100385,猎魔丶丶,魔兽世界,猎魔丶丶：猎人 DH PVP精锐,2591
https://www.douyu.com/2842346,张启铎7,魔兽世界,[踏风V兽王V狂暴V增强],2579
https://www.douyu.com/1881874,小强热线6,DNF,深渊解毒  266疲劳齐4套半史诗求超越,2725
https://www.douyu.com/3416802,帅的嫑嫑的周丰阿丷,DNF,一心一意只为搬砖，砖王从此诞生,2677
https://www.douyu.com/2376135,宋小樹,DNF,西安小伙深渊升级打团样样精通,2667
https://www.douyu.com/2264223,lin老鹰,怀旧游戏,翻车。翻车。翻车。。。。。,603
https://www.douyu.com/714815,龙之琳钱龙,怀旧游戏,一人8城41决战，不骚扰不堵路。,580
https://www.douyu.com/3172418,高么索,怀旧游戏,纯玩剧情 轩辕剑3 仙剑 搞笑,573
https://www.douyu.com/577224,懒猫猫QAQ,绝地求生,哇 这不是播吃鸡的懒猫猫吗~,6740
https://www.douyu.com/261417,请叫我大B哥哈,绝地求生,紧紧抱住小姐姐的腿 吃鸡,6581
https://www.douyu.com/niepanACE,最终兵器一小鸟,绝地求生,★小鸟★第一个为萌新教学的直播间,6440
https://www.douyu.com/2648361,吹客闹,绝地求生,绝地求生 老吹：吃鸡揽件中,6375
https://www.douyu.com/3388779,SLG明三好好好好,主机游戏,【明三好】最新PS4主机游戏、资讯,537
https://www.douyu.com/2309665,菲力不是牛排,主机游戏,中土世界 练级之影,531
https://www.douyu.com/oldmian,全能的冕下,主机游戏,【老冕】声优娱乐解说,527
https://www.douyu.com/282249,默默T6,主机游戏,录播 今早不播,516
https://www.douyu.com/2576816,Min粉,魔兽争霸,LT3C随即版——xiao球球的直播间,60
https://www.douyu.com/2700759,是心跳呦,魔兽争霸,绿色循环圈，花式GG,60
https://www.douyu.com/3240801,主播谢必安,魔兽争霸,新忍村DS人品战士。欢迎来开黑,57
https://www.douyu.com/726929,只手遮天丶谢文东,魔兽争霸,"VS专6,22策选，素质清房",55
https://www.douyu.com/leiyan,雷炎摇杆,格斗游戏,雷炎摇杆下午1点至5点测摇杆晚10点PK,20
https://www.douyu.com/521761,向塘吉安小南,格斗游戏,"约战97,98交友切磋学习走起！",20
https://www.douyu.com/1581092,南坪de阿加西,格斗游戏,吃鸡，铁7，LOL,6
https://www.douyu.com/2106512,阿勇情怀,格斗游戏,5线，欢迎新手、中等玩家。,3
https://www.douyu.com/2101962,德州扑克迷菠萝台,棋牌娱乐,麻将迷：第二届 世界麻将运动会,1233
https://www.douyu.com/2127949,亦心恋我219,棋牌娱乐,亦心等你   相知 相伴,1220
https://www.douyu.com/2700423,魔行天下尊龙,棋牌娱乐,一梦初醒，几度秋凉,1098
https://www.douyu.com/1877311,朱颜baby,棋牌娱乐,想不到名字了。,1086
